FID,Station_name,CITY,STATE
398,GRETNA POLICE DEPARTMENT,GRETNA,LA
399,ELTON POLICE DEPARTMENT,ELTON,LA
400,OLLA POLICE DEPARTMENT,OLLA,LA
401,CANKTON POLICE DEPARTMENT,SUNSET,LA
402,KINDER POLICE DEPARTMENT,KINDER,LA
403,CHATHAM POLICE DEPARTMENT,CHATHAM,LA
404,WALKER POLICE DEPARTMENT,WALKER,LA
405,BONITA POLICE DEPARTMENT,BONITA,LA
406,MCNARY POLICE DEPARTMENT,MCNARY,LA
407,THIBODAUX POLICE DEPARTMENT,THIBODAUX,LA
408,COVINGTON POLICE DEPARTMENT,COVINGTON,LA
409,NEW ROADS POLICE DEPARTMENT,NEW ROADS,LA
410,JACKSON POLICE DEPARTMENT,JACKSON,LA
411,BAKER POLICE DEPARTMENT,BAKER,LA
412,FRANKLINTON POLICE DEPARTMENT,FRANKLINTON,LA
413,MORGAN CITY POLICE DEPARTMENT,MORGAN CITY,LA
414,MORGANZA POLICE DEPARTMENT,MORGANZA,LA
415,LEESVILLE POLICE DEPARTMENT,LEESVILLE,LA
416,CLINTON POLICE DEPARTMENT,CLINTON,LA
417,ANGIE POLICE DEPARTMENT,ANGIE,LA
418,FRENCH SETTLEMENT POLICE DEPARTMENT,FRENCH SETTLEMENT,LA
419,DOWNEY POLICE DEPARTMENT,DOWNEY,CA
420,SUTTER CREEK POLICE DEPARTMENT,SUTTER CREEK,CA
421,PORTERVILLE POLICE DEPARTMENT,PORTERVILLE,CA
422,BLYTHE POLICE DEPARTMENT,BLYTHE,CA
423,LA PALMA POLICE DEPARTMENT,LA PALMA,CA
424,CHULA VISTA POLICE DEPARTMENT,CHULA VISTA,CA
425,COLTON POLICE DEPARTMENT,COLTON,CA
426,LOS ALAMITOS POLICE DEPARTMENT,LOS ALAMITOS,CA
427,RIVERSIDE POLICE DEPARTMENT  ,RIVERSIDE,CA
428,PALM SPRINGS POLICE DEPARTMENT,PALM SPRINGS,CA
429,GILROY POLICE DEPARTMENT,GILROY,CA
430,TEHACHAPI POLICE DEPARTMENT,TEHACHAPI,CA
431,CLAYTON POLICE DEPARTMENT,CLAYTON,CA
432,ATHERTON POLICE DEPARTMENT,ATHERTON,CA
433,GREENFIELD POLICE DEPARTMENT,GREENFIELD,CA
434,MARINA POLICE DEPARTMENT,MARINA,CA
435,NAPA POLICE DEPARTMENT,NAPA,CA
436,PACIFIC GROVE POLICE DEPARTMENT,PACIFIC GROVE,CA
437,REDWOOD CITY POLICE DEPARTMENT,REDWOOD CITY,CA
438,MILPITAS POLICE DEPARTMENT,MILPITAS,CA
439,SANTA MONICA POLICE DEPARTMENT,SANTA MONICA,CA
440,TRACY POLICE DEPARTMENT,TRACY,CA
441,GARDENA POLICE DEPARTMENT,GARDENA,CA
442,PARLIER POLICE DEPARTMENT,PARLIER,CA
443,INGLEWOOD POLICE DEPARTMENT,INGLEWOOD,CA
444,BELL POLICE DEPARTMENT,BELL,CA
445,MERCED POLICE DEPARTMENT  ,MERCED,CA
446,ARVIN POLICE DEPARTMENT,ARVIN,CA
447,LOS BANOS POLICE DEPARTMENT,LOS BANOS,CA
448,COALINGA POLICE DEPARTMENT,COALINGA,CA
449,MOULTON MARSHAL OFFICE,MOULTON,IA
450,BAXTER POLICE DEPARTMENT,BAXTER,IA
451,GUTHRIE CENTER POLICE DEPARTMENT,GUTHRIE CENTER,IA
452,POWESHIEK COUNTY SHERIFFS OFFICE  ,MONTEZUMA,IA
453,CHICKASAW SHERIFFS OFFICE  ,NEW HAMPTON,IA
454,HARDIN COUNTY SHERIFF  ,ELDORA,IA
455,MOHAVE COUNTY SHERIFFS OFFICE,KINGMAN,AZ
456,SPRINGERVILLE POLICE DEPARTMENT,SPRINGERVILLE,AZ
457,MARANA POLICE DEPARTMENT  ,MARANA,AZ
458,SAN LUIS POLICE DEPARTMENT,SAN LUIS,AZ
459,SIERRA VISTA POLICE DEPARTMENT,SIERRA VISTA,AZ
460,UNITED STATES BUREAU OF INDIAN AFFAIRS  ,PARKER,AZ
461,HUALAPAI TRIBAL POLICE DEPARTMENT,PEACH SPRINGS,AZ
462,JACKSON COUNTY SHERIFFS OFFICE,MARIANNA,FL
463,PENSACOLA JUNIOR COLLEGE POLICE DEPARTMENT,PENSACOLA,FL
464,GADSDEN COUNTY SHERIFF DEPARTMENT,QUINCY,FL
465,HIGHLANDS COUNTY SHERIFFS OFFICE,SEBRING,FL
466,LIBERTY COUNTY SHERIFFS DEPARTMENT  ,BRISTOL,FL
467,PUTNAM COUNTY SHERIFFS DEPARTMENT  ,PALATKA,FL
468,BROWARD COUNTY SHERIFFS OFFICE  ,FORT LAUDERDALE,FL
469,JEFFERSON COUNTY SHERIFFS DEPARTMENT  ,MONTICELLO,FL
470,BENT COUNTY SHERIFFS OFFICE,LAS ANIMAS,CO
471,GLENDALE POLICE DEPARTMENT,GLENDALE,CA
472,TORRANCE POLICE DEPARTMENT,TORRANCE,CA
473,HAYWARD POLICE DEPARTMENT,HAYWARD,CA
474,WHITTIER POLICE DEPARTMENT,WHITTIER,CA
475,ROHNERT PARK DEPARTMENT OF PUBLIC SAFETY  ,ROHNERT PARK,CA
476,COTATI POLICE DEPARTMENT,COTATI,CA
477,LA VERNE POLICE DEPARTMENT,LA VERNE,CA
478,FIREBAUGH POLICE DEPARTMENT,FIREBAUGH,CA
479,BELL GARDENS POLICE DEPARTMENT,BELL GARDENS,CA
480,AK-CHIN TRIBAL POLICE DEPARTMENT,MARICOPA,AZ
481,FREMONT COUNTY SHERIFF  ,SIDNEY,IA
482,CLAYTON COUNTY SHERIFF  ,SAINT OLAF,IA
483,BLACK HAWK COUNTY SHERIFFS OFFICE  ,WATERLOO,IA
484,MITCHELL COUNTY SHERIFF  ,OSAGE,IA
485,RINGGOLD COUNTY SHERIFFS OFFICE  ,MOUNT AYR,IA
486,JONES COUNTY SHERIFFS DEPARTMENT  ,ANAMOSA,IA
487,MONONA COUNTY SHERIFFS OFFICE  ,ONAWA,IA
488,UNIVERSITY OF COLORADO AT COLORADO SPRINGS DEPARTMENT OF PUBLIC SAFETY,COLORADO SPRINGS,CO
489,AURARIA CAMPUS POLICE DEPARTMENT,DENVER,CO
490,ARAPAHOE COUNTY SHERIFFS DEPARTMENT,CENTENNIAL,CO
491,ELBERT COUNTY SHERIFFS OFFICE  ,KIOWA,CO
492,LOGAN COUNTY SHERIFFS OFFICE  ,STERLING,CO
493,JEFFERSON COUNTY SHERIFFS OFFICE  ,GOLDEN,CO
494,LA PLATA COUNTY SHERIFFS OFFICE,DURANGO,CO
495,YUMA COUNTY SHERIFFS OFFICE  ,WRAY,CO
496,ROUTT COUNTY SHERIFFS OFFICE  ,STEAMBOAT SPRINGS,CO
497,OGLETHORPE COUNTY LAW ENFORCEMENT CENTER,CRAWFORD,GA
498,PEACH COUNTY LAW ENFORCEMENT CENTER,FORT VALLEY,GA
499,SUMTER COUNTY LAW ENFORCEMENT CENTER,AMERICUS,GA
500,GEORGIA SOUTHWESTERN STATE UNIVERSITY POLICE DEPARTMENT,AMERICUS,GA
501,CHATHAM COUNTY PUBLIC SCHOOLS CAMPUS POLICE,SAVANNAH,GA
502,MEDICAL COLLEGE OF GEORGIA DEPARTMENT OF PUBLIC SAFETY,AUGUSTA,GA
503,SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT POLICE DEPARTMENT,SAVANNAH,GA
504,DEKALB COUNTY MARSHALS OFFICE,DECATUR,GA
505,BURKE COUNTY SHERIFFS OFFICE,WAYNESBORO,GA
506,CHEROKEE COUNTY MARSHALS OFFICES,CANTON,GA
507,BARROW COUNTY SHERIFFS OFFICE,WINDER,GA
508,HENRY COUNTY SHERIFFS DEPARTMENT  ,MCDONOUGH,GA
509,POLK COUNTY SHERIFFS OFFICE  ,CEDARTOWN,GA
510,GRADY COUNTY SHERIFFS DEPARTMENT  ,CAIRO,GA
511,WALTON COUNTY SHERIFFS DEPARTMENT  ,MONROE,GA
512,BARTOW COUNTY SHERIFF  ,CARTERSVILLE,GA
513,WHEELER COUNTY SHERIFFS OFFICE  ,ALAMO,GA
514,CRISP COUNTY SHERIFFS DEPARTMENT  ,CORDELE,GA
515,TOOMBS COUNTY SHERIFFS DEPARTMENT  ,LYONS,GA
516,DOUGLAS COUNTY SHERIFF  ,DOUGLASVILLE,GA
517,SCHLEY COUNTY SHERIFFS OFFICE  ,ELLAVILLE,GA
518,WEBSTER COUNTY SHERIFFS OFFICE,PRESTON,GA
519,BOONE COUNTY SHERIFFS OFFICE  ,BOONE,IA
520,ACKLEY POLICE DEPARTMENT,ACKLEY,IA
521,MITCHELLVILLE POLICE DEPARTMENT,MITCHELLVILLE,IA
522,WAUCHULA POLICE DEPARTMENT,WAUCHULA,FL
523,STUART POLICE DEPARTMENT,STUART,FL
524,CENTER HILL CITY POLICE DEPARTMENT,CENTER HILL,FL
525,LIVE OAK POLICE DEPARTMENT,LIVE OAK,FL
526,SOUTH MIAMI POLICE DEPARTMENT,SOUTH MIAMI,FL
527,INTERLACHEN POLICE DEPARTMENT,INTERLACHEN,FL
528,PINELLAS PARK POLICE DEPARTMENT,PINELLAS PARK,FL
529,NORTH BAY VILLAGE POLICE DEPARTMENT,NORTH BAY VILLAGE,FL
530,MASCOTTE POLICE DEPARTMENT,MASCOTTE,FL
531,JACKSONVILLE BEACH POLICE DEPARTMENT,JACKSONVILLE BEACH,FL
532,CORAL GABLES POLICE DEPARTMENT,CORAL GABLES,FL
533,COLORADO STATE DIVISION OF FISH AND WILDLIFE  ,LITTLETON,CO
534,COLORADO STATE UNIVERSITY POLICE DEPARTMENT,FORT COLLINS,CO
535,SOCIAL CIRCLE DEPARTMENT OF PUBLIC SAFETY,SOCIAL CIRCLE,GA
536,CARTERSVILLE POLICE DEPARTMENT,CARTERSVILLE,GA
537,ORLEANS PARISH CRIMINAL SHERIFFS OFFICE,NEW ORLEANS,LA
538,POINTE COUPEE PARISH SHERIFFS OFFICE,NEW ROADS,LA
539,GRAMBLING STATE UNIVERSITY POLICE DEPARTMENT,GRAMBLING,LA
540,SOUTHEASTERN LOUISIANA UNIVERSITY POLICE,HAMMOND,LA
541,LAFOURCHE PARISH SHERIFFS DEPARTMENT,THIBODAUX,LA
542,CAMERON PARISH SHERIFFS DEPARTMENT  ,CAMERON,LA
543,RED RIVER PARISH SHERIFFS DEPARTMENT  ,COUSHATTA,LA
544,DE SOTO PARISH SHERIFFS DEPARTMENT  ,MANSFIELD,LA
545,WASHINGTON PARISH SHERIFFS DEPARTMENT  ,FRANKLINTON,LA
546,SAINT MARTIN PARISH SHERIFFS DEPARTMENT  ,SAINT MARTINVILLE,LA
547,SAINT TAMMANY PARISH SHERIFFS OFFICE,COVINGTON,LA
548,IDA COUNTY SHERIFF'S OFFICE,IDA GROVE,LA
549,MADERA COUNTY SHERIFFS DEPARTMENT,MADERA,CA
550,CLARKSBURG POLICE DEPARTMENT,CLARKSBURG,MA
551,DUDLEY POLICE DEPARTMENT,DUDLEY,MA
552,WILBRAHAM POLICE DEPARTMENT,WILBRAHAM,MA
553,CHICOPEE POLICE DEPARTMENT,CHICOPEE,MA
554,NORTHBOROUGH POLICE DEPARTMENT,NORTHBOROUGH,MA
555,MILLBURY POLICE DEPARTMENT,MILLBURY,MA
556,SWAMPSCOTT POLICE DEPARTMENT,SWAMPSCOTT,MA
557,DOUGLAS POLICE DEPARTMENT,DOUGLAS,MA
558,SALEM POLICE DEPARTMENT,SALEM,MA
559,LYNN POLICE DEPARTMENT,LYNN,MA
560,WELLFLEET POLICE DEPARTMENT,WELLFLEET,MA
561,EVERETT POLICE DEPARTMENT,EVERETT,MA
562,NORTH ANDOVER POLICE DEPARTMENT,NORTH ANDOVER,MA
563,BOXFORD POLICE DEPARTMENT,BOXFORD,MA
564,LENOX POLICE DEPARTMENT,LENOX,MA
565,LYNNFIELD POLICE DEPARTMENT,LYNNFIELD,MA
566,BELCHERTOWN POLICE DEPARTMENT,BELCHERTOWN,MA
567,FALMOUTH POLICE DEPARTMENT,FALMOUTH,MA
568,GILL POLICE DEPARTMENT,GILL,MA
569,GOSHEN POLICE DEPARTMENT,WILLIAMSBURG,MA
570,MONTEREY POLICE DEPARTMENT,MONTEREY,MA
571,WAYLAND POLICE DEPARTMENT,WAYLAND,MA
572,ROCKPORT POLICE DEPARTMENT,ROCKPORT,MA
573,SEEKONK POLICE DEPARTMENT,SEEKONK,MA
574,PELHAM POLICE DEPARTMENT,PELHAM,MA
575,LANESBOROUGH POLICE DEPARTMENT,LANESBOROUGH,MA
576,SUNDERLAND POLICE DEPARTMENT,SUNDERLAND,MA
577,ASHFIELD POLICE DEPARTMENT,ASHFIELD,MA
578,EAST BROOKFIELD POLICE DEPARTMENT,EAST BROOKFIELD,MA
579,WELLESLEY POLICE STATION,WELLESLEY,MA
580,SHARON POLICE DEPARTMENT,SHARON,MA
581,NORWOOD POLICE DEPARTMENT,NORWOOD,MA
582,NORTH READING TOWN POLICE DEPARTMENT,NORTH READING,MA
583,READING POLICE DEPARTMENT,READING,MA
584,WINTHROP POLICE DEPARTMENT,WINTHROP,MA
585,WEST NEWBURY POLICE DEPARTMENT,WEST NEWBURY,MA
586,TEMPLETON POLICE DEPARTMENT,TEMPLETON,MA
587,LUNENBURG POLICE DEPARTMENT,LUNENBURG,MA
588,WESTFORD POLICE DEPARTMENT,WESTFORD,MA
589,WESTBOROUGH POLICE DEPARTMENT,WESTBOROUGH,MA
590,YARMOUTH POLICE DEPARTMENT,YARMOUTH,MA
591,WARE POLICE DEPARTMENT,WARE,MA
592,ATTLEBORO POLICE DEPARTMENT,ATTLEBORO,MA
593,SOUTHBRIDGE POLICE DEPARTMENT,SOUTHBRIDGE,MA
594,WEST BRIDGEWATER POLICE DEPARTMENT,WEST BRIDGEWATER,MA
595,MAYNARD POLICE DEPARTMENT,MAYNARD,MA
596,HULL POLICE DEPARTMENT,HULL,MA
597,KINGSTON POLICE DEPARTMENT,KINGSTON,MA
598,NEWBURYPORT POLICE DEPARTMENT,NEWBURYPORT,MA
599,HOPKINTON POLICE DEPARTMENT,HOPKINTON,MA
600,HOLLISTON POLICE DEPARTMENT,HOLLISTON,MA
601,SAN DIEGO COMMUNITY COLLEGE  ,SAN DIEGO,CA
602,SIERRA COMMUNITY COLLEGE POLICE SERVICE,ROCKLIN,CA
603,GRAYS HARBOR COUNTY SHERIFFS OFFICE,MONTESANO,WA
604,CALIFORNIA STATE UNIVERSITY  ,CARSON,CA
605,MOUNT SAN JACINTO COMMUNITY COLLEGE  ,SAN JACINTO,CA
606,GROSSMONT  ,EL CAJON,CA
607,YUBA COMMUNITY COLLEGE  ,MARYSVILLE,CA
608,SAN FRANCISCO STATE UNIVERSITY POLICE DEPARTMENT,SAN FRANCISCO,CA
609,COLLEGE OF THE SEQUOIAS CAMPUS POLICE,VISALIA,CA
610,SAN JOAQUIN DELTA COLLEGE CAMPUS POLICE DEPARTMENT,STOCKTON,CA
611,CALIFORNIA STATE UNIVERSITY  ,SACRAMENTO,CA
612,SAN JOSE  ,SAN JOSE,CA
613,UNIVERSITY OF CALIFORNIA  ,IRVINE,CA
614,GLENDALE COMMUNITY COLLEGE POLICE DEPARTMENT,GLENDALE,CA
615,MARIN COUNTY SHERIFFS OFFICE  ,KENTFIELD,CA
616,SIERRA COUNTY SHERIFFS DEPARTMENT  ,DOWNIEVILLE,CA
617,CALIFORNIA STATE UNIVERSITY POLICE DEPARTMENT  ,FULLERTON,CA
618,BART POLICE DEPARTMENT HEADQUARTERS,OAKLAND,CA
619,AMADOR COUNTY SHERIFFS DEPARTMENT  ,JACKSON,CA
620,GEORGETOWN POLICE DEPARTMENT,GEORGETOWN,MA
621,CLINTON POLICE DEPARTMENT,CLINTON,MA
622,SAUGUS POLICE DEPARTMENT,SAUGUS,MA
623,ACTON POLICE DEPARTMENT,ACTON,MA
624,AYER POLICE DEPARTMENT,AYER,MA
625,ROLFE POLICE DEPARTMENT,ROLFE,IA
626,FORT MADISON POLICE DEPARTMENT,FORT MADISON,IA
627,WAUKEE CITY POLICE DEPARTMENT,WAUKEE,IA
628,GREENE POLICE DEPARTMENT,GREENE,IA
629,PLEASANT HILL POLICE DEPARTMENT,PLEASANT HILL,IA
630,MAR-MAC UNIFIED LAW ENFORCEMENT DISTRICT,MC GREGOR,IA
631,BERLIN POLICE DEPARTMENT,KENSINGTON,CT
632,PLAINVILLE POLICE DEPARTMENT,PLAINVILLE,CT
633,REGIONAL WATER AUTHORITY,NEW HAVEN,CT
634,SAN PABLO POLICE DEPARTMENT,SAN PABLO,CA
635,CALIPATRIA POLICE DEPARTMENT,CALIPATRIA,CA
636,SEASIDE POLICE DEPARTMENT,SEASIDE,CA
637,MONO COUNTY SHERIFFS DEPARTMENT  ,BRIDGEPORT,CA
638,WORCESTER COUNTY SHERIFFS OFFICE  ,WEST BOYLSTON,MA
639,HINTON POLICE DEPARTMENT,HINTON,IA
640,ORANGE CITY POLICE DEPARTMENT,ORANGE CITY,IA
641,CALMAR POLICE DEPARTMENT,CALMAR,IA
642,TABOR POLICE DEPARTMENT,TABOR,IA
643,BUFFALO POLICE DEPARTMENT,BUFFALO,IA
644,MILFORD CITY POLICE DEPARTMENT,MILFORD,IA
645,FORT DODGE POLICE DEPARTMENT,FORT DODGE,IA
646,RICEVILLE POLICE DEPARTMENT,RICEVILLE,IA
647,SIGOURNEY POLICE DEPARTMENT,SIGOURNEY,IA
648,WAPELLO POLICE DEPARTMENT,WAPELLO,IA
649,FAIRFIELD POLICE DEPARTMENT,FAIRFIELD,IA
650,CORALVILLE POLICE DEPARTMENT,CORALVILLE,IA
651,GILBERTVILLE POLICE DEPARTMENT,GILBERTVILLE,IA
652,VINTON POLICE DEPARTMENT,VINTON,IA
653,CEDAR FALLS POLICE DEPARTMENT,CEDAR FALLS,IA
654,STORM LAKE POLICE DEPARTMENT,STORM LAKE,IA
655,INDEPENDENCE POLICE DEPARTMENT,INDEPENDENCE,IA
656,BOONE POLICE DEPARTMENT,BOONE,IA
657,WAUKON POLICE DEPARTMENT,WAUKON,IA
658,DUNLAP POLICE DEPARTMENT,DUNLAP,IA
659,ELKADER POLICE DEPARTMENT,ELKADER,IA
660,ALGONA POLICE DEPARTMENT,ALGONA,IA
661,HIAWATHA POLICE DEPARTMENT,HIAWATHA,IA
662,POLK CITY POLICE DEPARTMENT,POLK CITY,IA
663,PELLA POLICE DEPARTMENT,PELLA,IA
664,EAGLE GROVE POLICE DEPARTMENT,EAGLE GROVE,IA
665,SHELDON POLICE DEPARTMENT,SHELDON,IA
666,GRINNELL POLICE DEPARTMENT,GRINNELL,IA
667,EARLHAM CITY SHERIFF,EARLHAM,IA
668,MOUNT VERNON POLICE DEPARTMENT,MOUNT VERNON,IA
669,KEOTA POLICE DEPARTMENT,KEOTA,IA
670,LENOX CITY POLICE DEPARTMENT,LENOX,IA
671,COVENTRY POLICE DEPARTMENT,COVENTRY,CT
672,FLORIDA DEPT OF JUVENILE JUSTICE,TALLAHASSEE,FL
673,BROWARD COMMUNITY COLLEGE,FORT LAUDERDALE,FL
674,FRISCO POLICE DEPARTMENT,FRISCO,CO
675,LOG LANE VILLAGE POLICE DEPARTMENT,LOG LANE VILLAGE,CO
676,GEORGIA BUREAU OF INVESTIGATION,DECATUR,GA
677,SAVANNAH-CHATHAM METROPOLITAN POLICE DEPARTMENT,SAVANNAH,GA
678,GEORGIA SOUTHERN UNIVERSITY DEPT PUBLIC SAFETY,STATESBORO,GA
679,MONTPELIER POLICE DEPARTMENT,MONTPELIER,LA
680,SAINT FRANCISVILLE POLICE DEPARTMENT,SAINT FRANCISVILLE,LA
681,LUTCHER POLICE DEPARTMENT,LUTCHER,LA
682,YOUNGSVILLE POLICE DEPARTMENT,YOUNGSVILLE,LA
683,EAST CARROLL PARISH SHERIFFS DEPARTMENT,LAKE PROVIDENCE,LA
684,IRVINE POLICE DEPARTMENT,IRVINE,CA
685,CHICO POLICE DEPARTMENT,CHICO,CA
686,FERNDALE POLICE DEPARTMENT,FERNDALE,CA
687,SHAFTER POLICE DEPARTMENT,SHAFTER,CA
688,LODI POLICE DEPARTMENT,LODI,CA
689,ATWATER POLICE DEPARTMENT,ATWATER,CA
690,PLYMOUTH COUNTY SHERIFFS DEPARTMENT,PLYMOUTH,MA
691,NEVADA POLICE DEPARTMENT,NEVADA,IA
692,TOLEDO POLICE DEPARTMENT,TOLEDO,IA
693,MONROE COUNTY LAW ENFORCEMENT  ,ALBIA,IA
694,CLARKE COUNTY SHERIFFS DEPARTMENT  ,OSCEOLA,IA
695,PALM SPRINGS POLICE DEPARTMENT,PALM SPRINGS,FL
696,NEW HARTFORD PUBLIC SAFETY DEPARTMENT,NEW HARTFORD,CT
697,PEORIA POLICE DEPARTMENT,PEORIA,AZ
698,YAVAPAI-APACHE NATION POLICE,CAMP VERDE,AZ
699,SEBASTIAN POLICE DEPARTMENT,SEBASTIAN,FL
700,LYNN HAVEN POLICE DEPARTMENT STATION 2,LYNN HAVEN,FL
701,JENNINGS POLICE DEPARTMENT,JENNINGS,FL
702,TARPON SPRINGS POLICE DEPARTMENT,TARPON SPRINGS,FL
703,VOLUSIA COUNTY SHERIFF'S OFFICE,DELAND,FL
704,LEON COUNTY SHERIFF'S OFFICE,TALLAHASSEE,FL
705,SOUTH FORK POLICE DEPARTMENT,SOUTH FORK,CO
706,WOODLAND PARK POLICE DEPARTMENT,WOODLAND PARK,CO
707,BLANCA MARSHALS OFFICE,BLANCA,CO
708,CRAIG POLICE DEPARTMENT,CRAIG,CO
709,HAYDEN POLICE DEPARTMENT,HAYDEN,CO
710,ALAMOSA POLICE DEPARTMENT,ALAMOSA,CO
711,SOUTHERN UTE TRIBAL POLICE DEPT,IGNACIO,CO
712,ANTONITO POLICE DEPARTMENT,ANTONITO,CO
713,ABBEVILLE POLICE DEPARTMENT,ABBEVILLE,GA
714,CLAYTON POLICE DEPARTMENT,CLAYTON,GA
715,TYRONE POLICE DEPARTMENT,TYRONE,GA
716,MILNER POLICE DEPARTMENT,MILNER,GA
717,BALDWIN POLICE DEPARTMENT,BALDWIN,GA
718,WATKINSVILLE POLICE DEPARTMENT,WATKINSVILLE,GA
719,PERRY POLICE DEPARTMENT,PERRY,GA
720,JEFFERSON POLICE DEPARTMENT,JEFFERSON,GA
721,GRANTVILLE POLICE DEPARTMENT,GRANTVILLE,GA
722,PENDERGRASS POLICE DEPARTMENT,PENDERGRASS,GA
723,SNELLVILLE POLICE DEPARTMENT,SNELLVILLE,GA
724,LOCUST GROVE POLICE DEPARTMENT,LOCUST GROVE,GA
725,TUNNEL HILL POLICE DEPARTMENT,TUNNEL HILL,GA
726,LAKELAND POLICE DEPARTMENT,LAKELAND,GA
727,BOSTON POLICE DEPARTMENT,BOSTON,GA
728,FORSYTH POLICE DEPARTMENT,FORSYTH,GA
729,MAYSVILLE POLICE DEPARTMENT,MAYSVILLE,GA
730,DAVISBORO POLICE DEPARTMENT,DAVISBORO,GA
731,STATESBORO CITY POLICE DEPARTMENT,STATESBORO,GA
732,MCCAYSVILLE POLICE DEPARTMENT,MCCAYSVILLE,GA
733,MOUNTAIN CITY POLICE DEPARTMENT,MOUNTAIN CITY,GA
734,SYLVESTER POLICE DEPARTMENT,SYLVESTER,GA
735,ENIGMA POLICE DEPARTMENT,ENIGMA,GA
736,QUITMAN POLICE DEPARTMENT,QUITMAN,GA
737,COLLINS POLICE DEPARTMENT,COLLINS,GA
738,BLOOMINGDALE POLICE DEPARTMENT,BLOOMINGDALE,GA
739,TRION POLICE DEPARTMENT,TRION,GA
740,BLUE RIDGE POLICE DEPARTMENT,BLUE RIDGE,GA
741,COHUTTA POLICE DEPARTMENT,COHUTTA,GA
742,TALBOTTON POLICE DEPARTMENT,TALBOTTON,GA
743,MOLENA POLICE DEPARTMENT,MOLENA,GA
744,EDISON POLICE DEPARTMENT,EDISON,GA
745,PEARL RIVER POLICE DEPARTMENT,PEARL RIVER,LA
746,RUSSELLVILLE POLICE DEPARTMENT,RUSSELLVILLE,AR
747,SWIFTON POLICE DEPARTMENT,SWIFTON,AR
748,MCRAE POLICE DEPARTMENT,MCRAE,AR
749,PLUMERVILLE POLICE DEPARTMENT,PLUMERVILLE,AR
750,JEFFERSON COUNTY SHERIFFS OFFICE,PINE BLUFF,AR
751,MINERAL SPRINGS POLICE DEPARTMENT,MINERAL SPRINGS,AR
752,PERRY COUNTY SHERIFFS OFFICE,PERRYVILLE,AR
753,MANSFIELD POLICE DEPARTMENT,MANSFIELD,AR
754,OLA POLICE DEPARTMENT,OLA,AR
755,LAWRENCE COUNTY SHERIFFS OFFICE,WALNUT RIDGE,AR
756,MAUMELLE POLICE DEPARTMENT,MAUMELLE,AR
757,WILMOT POLICE DEPARTMENT,WILMOT,AR
758,BAXTER COUNTY SHERIFFS OFFICE,MOUNTAIN HOME,AR
759,PEA RIDGE POLICE DEPARTMENT,PEA RIDGE,AR
760,MOUNTAIN HOME POLICE DEPARTMENT,MOUNTAIN HOME,AR
761,SEARCY POLICE DEPARTMENT,SEARCY,AR
762,STEPHENS POLICE DEPARTMENT,STEPHENS,AR
763,CLEVELAND COUNTY SHERIFFS OFFICE,RISON,AR
764,BRADLEY COUNTY SHERIFFS OFFICE,WARREN,AR
765,PORT SAINT LUCIE POLICE DEPARTMENT  ,PORT SAINT LUCIE,FL
766,UMATILLA POLICE DEPARTMENT,UMATILLA,FL
767,EDGEWATER POLICE DEPARTMENT,EDGEWATER,FL
768,COLLIER COUNTY SHERIFF  ,NAPLES,FL
769,OAKLAND POLICE DEPARTMENT,WINTER GARDEN,FL
770,SPRINGFIELD POLICE DEPARTMENT,SPRINGFIELD,CO
771,WALSH POLICE DEPARTMENT,WALSH,CO
772,MANCOS MARSHALS OFFICE,MANCOS,CO
773,GRAND COUNTY SHERIFFS OFFICE  ,HOT SULPHUR SPRINGS,CO
774,DE BEQUE TOWN MARSHALS OFFICE,DE BEQUE,CO
775,GLENWOOD SPRINGS POLICE DEPARTMENT,GLENWOOD SPRINGS,CO
776,EL PASO COUNTY SHERIFFS OFFICE METRO FACILITY,COLORADO SPRINGS,CO
777,LAKE COUNTY SHERIFFS OFFICE,LEADVILLE,CO
778,LINCOLN COUNTY SHERIFFS DEPARTMENT  ,LINCOLNTON,GA
779,BLECKLEY COUNTY SHERIFFS OFFICE,COCHRAN,GA
780,QUITMAN COUNTY SHERIFFS OFFICE,GEORGETOWN,GA
781,JOHNSON COUNTY SHERIFFS DEPARTMENT  ,WRIGHTSVILLE,GA
782,CLINCH COUNTY SHERIFFS DEPARTMENT,HOMERVILLE,GA
783,CHEROKEE COUNTY SHERIFFS DEPARTMENT  ,CANTON,GA
784,DODGE COUNTY SHERIFFS DEPARTMENT  ,EASTMAN,GA
785,TWIGGS COUNTY SHERIFFS OFFICE,JEFFERSONVILLE,GA
786,ECHOLS COUNTY SHERIFFS OFFICE,STATENVILLE,GA
787,HART COUNTY SHERIFFS OFFICE  ,HARTWELL,GA
788,MERIWETHER COUNTY SHERIFFS OFFICE  ,GREENVILLE,GA
789,WALKER COUNTY SHERIFFS DEPARTMENT  ,LAFAYETTE,GA
790,MARYSVILLE POLICE DEPARTMENT,MARYSVILLE,CA
791,PORT OF STOCKTON PORT POLICE DEPARTMENT,STOCKTON,CA
792,SAN DIEGO UNIFIED SCHOOL  ,SAN DIEGO,CA
793,PORT OF LOS ANGELES POLICE,SAN PEDRO,CA
794,ORANGE COUNTY SHERIFF-CORONER DEPARTMENT,SANTA ANA,CA
795,SANTA ANA POLICE DEPARTMENT,SANTA ANA,CA
796,PRESCOTT POLICE DEPARTMENT,PRESCOTT,AZ
797,CAVE CREEK MARSHAL OFFICE,CAVE CREEK,AZ
